ASTEROID_NUMBER,PROVISIONAL_ID,PROPER_A,PROPER_ECC,SINE_PROPER_INCL,FAMILY_NAME,CLUMP_FLAG,CONFIDENCE_LEVEL
623,---,2.46030,0.1541,0.2530,---,-,9
625,---,2.64654,0.1985,0.1841,---,-,9
627,---,2.89994,0.0466,0.0999,---,-,9
628,---,2.58183,0.0262,0.1838,---,-,9
629,---,3.12749,0.1780,0.1412,---,-,9
630,---,2.62345,0.1513,0.2225,Eunomia,F,3
632,---,2.66244,0.2144,0.0491,---,-,9
633,---,3.01728,0.0653,0.1758,Eos,F,3
634,---,3.04713,0.1552,0.1929,---,-,9
635,---,3.13956,0.0639,0.1904,Laodica,C,0
636,---,2.91021,0.1414,0.1313,---,-,9
637,---,3.16233,0.1642,0.0236,Themis,F,3
638,---,2.73435,0.1913,0.1162,---,-,9
639,---,3.01678,0.0705,0.1692,Eos,F,3
640,---,3.16366,0.0877,0.2437,---,-,9
641,---,2.21988,0.1338,0.0189,---,-,9
642,---,3.18125,0.1492,0.1435,---,-,9
644,---,2.59933,0.1064,0.0111,---,-,9
645,---,3.19634,0.1557,0.1294,---,-,9
646,---,2.32488,0.1662,0.1311,---,-,9
647,---,2.44276,0.1959,0.1393,---,-,9
648,---,3.18042,0.2289,0.1833,---,-,9
649,---,2.54888,0.2403,0.2073,---,-,9
650,---,2.45827,0.1616,0.0555,Nysa,F,1
651,---,3.02458,0.0715,0.1757,Eos,F,3
652,---,2.55527,0.0730,0.2577,---,-,9
653,---,3.01414,0.0803,0.1805,Eos,F,3
655,---,2.98910,0.0651,0.0970,---,-,9
656,---,3.15605,0.1531,0.0232,Themis,F,3
657,---,2.61074,0.1490,0.1967,Eunomia,F,1
658,---,2.85425,0.0451,0.0371,Koronis,F,3
660,---,2.53465,0.1033,0.2600,Maria,F,3
661,---,3.01563,0.0734,0.1716,Eos,F,3
662,---,2.55383,0.2023,0.0559,---,-,9
664,---,3.17051,0.2467,0.1538,---,-,9
665,---,3.15131,0.1769,0.2722,---,-,9
666,---,2.59321,0.2197,0.1355,---,-,9
668,---,2.79667,0.1978,0.1363,Dora,F,3
669,---,3.01154,0.0754,0.1829,Eos,F,3
670,---,2.80319,0.1577,0.1240,---,-,9
671,---,3.09489,0.0667,0.1437,---,-,9
672,---,2.55526,0.1198,0.2000,---,-,9
673,---,2.81487,0.0420,0.0648,---,-,9
674,---,2.92397,0.1942,0.2219,---,-,9
675,---,2.76970,0.1739,0.1830,---,-,9
676,---,3.05947,0.1070,0.2060,---,-,9
677,---,2.95739,0.0850,0.1636,Eos,F,1
678,---,2.57327,0.2057,0.1270,---,-,9
681,---,3.11017,0.0865,0.2174,---,-,9
682,---,2.65247,0.1486,0.2076,Eunomia,F,2
684,---,2.43195,0.0453,0.1023,---,-,9
685,---,2.23590,0.1451,0.0783,Flora,F,2
686,---,2.58942,0.1743,0.2981,---,-,9
687,---,2.72258,0.2260,0.2757,---,-,9
688,---,2.69850,0.1131,0.1743,---,-,9
689,---,2.31580,0.1873,0.0946,---,-,9
690,---,3.14896,0.1442,0.2175,---,-,9
691,---,3.01189,0.0901,0.2054,---,-,9
693,---,2.94398,0.0169,0.2504,---,-,9
695,---,2.53907,0.0980,0.2594,Maria,F,3
696,---,3.18227,0.2111,0.2529,---,-,9
697,---,2.88138,0.1338,0.2513,---,-,9
698,---,2.86852,0.1359,0.1924,---,-,9
700,---,2.22954,0.1536,0.1082,Flora,F,2
701,---,3.01428,0.0695,0.1416,---,-,9
703,---,2.17484,0.1248,0.0540,---,-,9
706,---,2.72840,0.1608,0.2553,---,-,9
707,---,2.18031,0.0735,0.0764,---,-,9
708,---,2.67059,0.1274,0.0668,---,-,9
709,---,2.91433,0.0932,0.2870,---,-,9
710,---,3.13312,0.1524,0.0204,Themis,F,3
711,---,2.23724,0.1506,0.1052,Flora,F,2
712,---,2.57522,0.1808,0.2254,---,-,9
714,---,2.53520,0.0816,0.2612,Maria,F,3
715,---,2.76782,0.0473,0.2273,---,-,9
716,---,2.81100,0.1273,0.1358,---,-,9
717,---,3.14334,0.2276,0.0434,---,-,9
718,---,3.05851,0.2349,0.1057,---,-,9
720,---,2.88731,0.0505,0.0359,Koronis,F,3
722,---,2.17192,0.0739,0.0866,---,-,9
723,---,2.99318,0.0388,0.0808,---,-,9
724,---,2.45497,0.2348,0.2039,---,-,9
725,---,2.57267,0.1702,0.0475,---,-,9
726,---,2.56666,0.2047,0.2904,---,-,9
727,---,2.56738,0.0883,0.2502,Maria,F,3
728,---,2.25380,0.1357,0.0636,Flora,F,2
729,---,2.75996,0.1221,0.2978,---,-,9
730,---,2.24361,0.2083,0.0582,---,-,9
731,---,2.98811,0.1073,0.1762,---,-,9
732,---,2.45661,0.0635,0.1906,---,-,9
734,---,3.15166,0.0778,0.1057,---,-,9
735,---,2.72838,0.2703,0.2782,---,-,9
736,---,2.20194,0.1041,0.0711,---,-,9
737,---,2.59175,0.2030,0.2181,---,-,9
738,---,3.03499,0.0940,0.0458,---,-,9
740,---,3.05145,0.1426,0.1702,---,-,9
741,---,2.72007,0.1083,0.1290,---,-,9
742,---,3.01283,0.0789,0.1796,Eos,F,3
743,---,2.79319,0.0431,0.0981,---,-,9
744,---,3.17625,0.1403,0.1186,---,-,9
745,---,3.22000,0.1127,0.2210,---,-,9
749,---,2.24350,0.1884,0.0787,---,-,9
750,---,2.44339,0.1631,0.0547,Nysa,F,1
751,---,2.55132,0.1148,0.2522,Faina,C,0
752,---,2.46325,0.0908,0.0879,Sulamitis,C,0
753,---,2.32934,0.2139,0.1533,---,-,9
755,---,3.17276,0.1731,0.0549,---,-,9
757,---,2.37320,0.1109,0.1358,---,-,9
758,---,3.20079,0.1236,0.0759,---,-,9
760,---,3.15263,0.2661,0.2207,---,-,9
761,---,2.86329,0.0448,0.0368,Koronis,F,3
762,---,3.15650,0.1266,0.2395,---,-,9
763,---,2.24068,0.1311,0.0815,Flora,F,2
764,---,3.18685,0.0959,0.1916,---,-,9
765,---,2.54686,0.2352,0.1154,---,-,9
766,---,3.02155,0.0842,0.1776,Eos,F,3
767,---,3.11816,0.1558,0.0238,Themis,F,3
768,---,3.13989,0.2030,0.2580,---,-,9
769,---,3.18163,0.1707,0.1225,---,-,9
770,---,2.22102,0.1563,0.0590,---,-,9
771,---,2.65204,0.2535,0.2749,---,-,9
773,---,2.85779,0.0621,0.2976,---,-,9
774,---,3.04856,0.1737,0.1121,---,-,9
775,---,3.01199,0.0867,0.1777,Eos,F,3
776,---,2.93252,0.1409,0.2916,---,-,9
777,---,3.20729,0.1389,0.2492,---,-,9
778,---,3.16901,0.2709,0.2430,Theobalda,C,0
779,---,2.66555,0.1797,0.2679,---,-,9
782,---,2.17982,0.1163,0.0882,---,-,9
783,---,2.34258,0.1968,0.1498,---,-,9
784,---,3.10461,0.2454,0.2193,---,-,9
785,---,2.57255,0.2460,0.2052,---,-,9
786,---,3.17300,0.1857,0.2308,---,-,9
787,---,2.53966,0.0858,0.2605,Maria,F,3
788,---,3.12702,0.1606,0.2421,---,-,9
789,---,2.68601,0.1471,0.1987,Eunomia,F,1
791,---,3.12234,0.1879,0.2509,Meliboea,F,3
792,---,2.62198,0.1603,0.1690,---,-,9
793,---,2.79598,0.0857,0.2625,---,-,9
794,---,3.14112,0.2832,0.0916,---,-,9
796,---,2.63486,0.2814,0.2934,---,-,9
797,---,2.53635,0.1090,0.0936,---,-,9
798,---,3.01469,0.0625,0.1701,Eos,F,3
799,---,2.54160,0.0301,0.0886,---,-,9
800,---,2.19266,0.1401,0.0755,Flora,F,2
801,---,2.60543,0.1255,0.2435,Eunomia,F,1
802,---,2.19618,0.1406,0.0823,Flora,F,2
803,---,3.20491,0.0382,0.1687,---,-,9
804,---,2.83928,0.1185,0.2639,Brasilia,C,0
805,---,3.20705,0.1660,0.2659,---,-,9
806,---,3.20408,0.1059,0.2341,---,-,9
807,---,3.01863,0.0861,0.1795,Eos,F,3
808,---,2.74519,0.1333,0.0846,Merxia,F,3
809,---,2.28313,0.1449,0.1173,Flora,F,1
810,---,2.17880,0.1210,0.0453,Flora,F,1
811,---,2.89695,0.0614,0.0397,Koronis,F,3
812,---,2.65933,0.1367,0.2223,Eunomia,F,3
813,---,2.22323,0.0424,0.1000,---,-,9
815,---,2.65888,0.0976,0.2273,---,-,9
816,---,3.00405,0.1436,0.2270,---,-,9
817,---,2.58960,0.1575,0.1859,Eunomia,F,1
818,---,3.17332,0.0628,0.2525,---,-,9
819,---,2.19764,0.1144,0.0849,---,-,9
820,---,3.12835,0.0523,0.0840,---,-,9
821,---,2.77593,0.2352,0.0989,---,-,9
822,---,2.25567,0.1831,0.0230,---,-,9
823,---,2.22129,0.1383,0.0738,Flora,F,1
824,---,2.79378,0.1356,0.1285,---,-,9
825,---,2.22590,0.1136,0.0520,Flora,F,1
826,---,2.71392,0.2186,0.1335,---,-,9
827,---,2.27458,0.1191,0.0621,Flora,F,1
828,---,3.19094,0.0344,0.0304,---,-,9
829,---,2.57997,0.0724,0.1474,---,-,9
830,---,3.20694,0.0671,0.0781,---,-,9
831,---,2.21232,0.1438,0.0898,Flora,F,2
832,---,2.86437,0.0439,0.0367,Koronis,F,3
833,---,3.01007,0.0866,0.1751,Eos,F,3
834,---,3.16501,0.2213,0.0730,---,-,9
835,---,3.21065,0.0858,0.0832,---,-,9
836,---,2.19003,0.1482,0.0883,---,-,9
837,---,2.29821,0.0302,0.1257,---,-,9
838,---,2.89825,0.0911,0.1988,---,-,9
839,---,2.61469,0.1269,0.2211,Eunomia,F,2
840,---,3.13352,0.1075,0.1902,---,-,9
841,---,2.25510,0.1107,0.0626,Flora,F,2
842,---,3.22918,0.1174,0.2501,---,-,9
843,---,2.27920,0.1557,0.1356,---,-,9
844,---,3.19689,0.0687,0.1605,Veritas,F,3
845,---,2.93964,0.0359,0.2078,Naema,C,0
846,---,3.12750,0.1517,0.0262,Themis,F,3
847,---,2.78273,0.0663,0.0625,Liberatrix,F,3
848,---,3.10672,0.1426,0.0331,Themis,F,3
850,---,2.99870,0.1443,0.2522,---,-,9
851,---,2.22827,0.1426,0.0408,Flora,F,1
853,---,2.31239,0.1198,0.1610,---,-,9
854,---,2.36818,0.1635,0.1120,---,-,9
855,---,2.36142,0.1808,0.1831,---,-,9
856,---,2.43611,0.1593,0.2365,---,-,9
857,---,2.19040,0.0209,0.0860,---,-,9
858,---,2.80936,0.1328,0.1358,---,-,9
859,---,3.21177,0.1167,0.2253,---,-,9
860,---,2.79650,0.0837,0.2421,---,-,9
861,---,3.14429,0.0856,0.1188,---,-,9
862,---,2.80307,0.0807,0.2559,---,-,9
864,---,2.20830,0.1369,0.0903,Flora,F,2
865,---,2.41660,0.2472,0.2336,---,-,9
866,---,3.12375,0.0301,0.1300,---,-,9
867,---,3.06615,0.1421,0.0947,Hygiea,F,2
868,---,2.70375,0.1174,0.0852,---,-,9
869,---,2.69196,0.2301,0.1339,---,-,9
870,---,2.32167,0.2255,0.0886,---,-,9
871,---,2.22212,0.1485,0.0716,Amneris(flora),F,3
872,---,2.73152,0.1206,0.1310,---,-,9
873,---,2.62756,0.1703,0.0842,---,-,9
874,---,3.15811,0.1026,0.1925,---,-,9
875,---,2.55393,0.1017,0.2598,Maria,F,3
876,---,3.01059,0.0798,0.1834,Eos,F,3
877,---,2.48708,0.1422,0.0592,---,-,9
878,---,2.36070,0.1881,0.0374,Nysa,F,3
879,---,2.53059,0.0984,0.2571,Maria,F,3
881,---,2.61181,0.1735,0.2576,---,-,9
882,---,3.13318,0.2270,0.1291,---,-,9
883,---,2.23820,0.1439,0.0942,Flora,F,2
885,---,3.09752,0.1514,0.0454,Themis,F,3
886,---,3.16027,0.2418,0.2802,---,-,9
888,---,2.70924,0.1797,0.2263,---,-,9
889,---,2.44609,0.1876,0.1321,---,-,9
890,---,3.02340,0.0772,0.1813,Eos,F,3
891,---,2.86050,0.0385,0.2158,---,-,9
893,---,3.05224,0.1127,0.2759,---,-,9
894,---,3.11482,0.1001,0.2255,---,-,9
896,---,2.28525,0.1646,0.1467,---,-,9
897,---,2.54327,0.0935,0.2582,Maria,F,3
899,---,2.90794,0.1386,0.2347,---,-,9
900,---,2.47210,0.1453,0.2128,---,-,9
901,---,2.22424,0.1625,0.0749,Flora,F,1
902,---,2.44663,0.1495,0.1131,---,-,9
903,---,3.24577,0.0101,0.1952,---,-,9
904,---,2.99315,0.0910,0.2691,---,-,9
905,---,2.21593,0.1225,0.0780,Flora,F,2
906,---,2.89469,0.0517,0.1948,---,-,9
908,---,2.47542,0.1655,0.2191,---,-,9
910,---,2.92469,0.1752,0.1445,---,-,9
913,---,2.19757,0.1328,0.0852,Flora,F,2
915,---,2.22771,0.1358,0.0880,Flora,F,2
916,---,2.36474,0.1937,0.1964,---,-,9
917,---,2.38138,0.1626,0.0915,---,-,9
918,---,2.86592,0.1572,0.2126,---,-,9
919,---,2.77231,0.0492,0.1552,---,-,9
920,---,2.62234,0.1187,0.2081,---,-,9
921,---,3.17509,0.1753,0.2914,---,-,9
922,---,2.68951,0.1549,0.1382,---,-,9
923,---,2.61490,0.1798,0.2471,---,-,9
924,---,2.93748,0.1209,0.1433,---,-,9
926,---,2.98223,0.2377,0.2520,---,-,9
927,---,3.20608,0.1390,0.2490,---,-,9
928,---,3.13886,0.1796,0.2773,---,-,9
929,---,2.23874,0.1168,0.0757,Flora,F,2
930,---,2.43098,0.1214,0.2651,---,-,9
931,---,3.16644,0.2212,0.1749,---,-,9
932,---,2.41986,0.0899,0.1371,---,-,9
933,---,2.36864,0.2066,0.0857,Erigone,F,3
934,---,2.74825,0.1719,0.2646,---,-,9
935,---,2.21878,0.1398,0.0678,Flora,F,1
936,---,3.13788,0.1542,0.0281,Themis,F,3
937,---,2.23152,0.1640,0.0794,Flora,F,1
938,---,3.16064,0.1596,0.0269,Themis,F,3
939,---,2.24694,0.1280,0.0506,Flora,F,2
941,---,2.78455,0.1607,0.0984,---,-,9
942,---,3.16068,0.1459,0.1618,---,-,9
943,---,3.12189,0.2282,0.1791,---,-,9
946,---,3.12365,0.1437,0.0122,Themis,F,3
947,---,2.75230,0.2139,0.0986,---,-,9
948,---,3.03506,0.1981,0.1494,---,-,9
949,---,2.99736,0.2237,0.2121,---,-,9
951,---,2.20980,0.1462,0.0832,Flora,F,2
952,---,2.98716,0.2157,0.1600,---,-,9
953,---,2.78901,0.1729,0.1472,---,-,9
954,---,3.13693,0.1517,0.0229,Themis,F,3
955,---,2.59311,0.2759,0.2060,---,-,9
956,---,2.29812,0.1575,0.1117,---,-,9
957,---,2.91944,0.0934,0.2694,---,-,9
959,---,3.18020,0.1928,0.0609,---,-,9
960,---,2.24841,0.1149,0.0681,Flora,F,2
961,---,2.69302,0.0673,0.1856,---,-,9
962,---,2.90569,0.0624,0.0351,Koronis,F,3
963,---,2.24774,0.1566,0.1233,Flora,F,1
964,---,3.05244,0.0902,0.1488,---,-,9
966,---,2.71926,0.1520,0.2261,---,-,9
967,---,2.22549,0.1145,0.0813,Flora,F,1
968,---,2.86748,0.1675,0.2112,---,-,9
969,---,2.46270,0.1724,0.0595,---,-,9
970,---,2.56135,0.2191,0.1079,---,-,9
971,---,2.64032,0.1795,0.2143,---,-,9
972,---,3.06193,0.1884,0.1752,---,-,9
973,---,3.22439,0.0811,0.2792,---,-,9
974,---,2.53403,0.0765,0.0780,---,-,9
975,---,2.83423,0.0478,0.0379,Koronis,F,3
976,---,3.18825,0.1423,0.1515,---,-,9
977,---,3.11821,0.0445,0.2440,---,-,9
979,---,3.15222,0.1162,0.1927,---,-,9
980,---,2.74094,0.1324,0.2984,---,-,9
981,---,3.10094,0.1685,0.0279,Themis,F,3
982,---,3.07296,0.2411,0.2379,---,-,9
983,---,3.16152,0.1205,0.2684,---,-,9
984,---,2.80396,0.1513,0.1762,---,-,9
985,---,2.29988,0.2286,0.0890,---,-,9
986,---,3.14139,0.1543,0.2442,---,-,9
987,---,3.14489,0.2126,0.1618,---,-,9
988,---,3.15223,0.1977,0.0234,Themis,F,1
989,---,2.65950,0.2483,0.2511,---,-,9
990,---,2.66918,0.1814,0.1509,---,-,9
991,---,3.14343,0.1409,0.0231,Themis,F,3
992,---,3.02505,0.1312,0.1945,---,-,9
993,---,2.86123,0.0457,0.0362,Koronis,F,3
994,---,2.53024,0.0705,0.2614,---,-,9
995,---,2.61563,0.1187,0.2396,---,-,9
996,---,3.09424,0.1561,0.0272,Themis,F,3
997,---,2.66973,0.1644,0.1979,Adeona,F,3
998,---,3.12381,0.1576,0.2961,---,-,9
999,---,2.61253,0.1741,0.1828,---,-,9
1001,---,3.19784,0.1252,0.1802,---,-,9
1002,---,2.78788,0.1201,0.1900,---,-,9
1003,---,3.14858,0.1513,0.0215,Themis,F,3
1007,---,2.70771,0.0750,0.0636,---,-,9
1008,---,3.09296,0.0516,0.1515,---,-,9
1010,---,2.93101,0.0688,0.0483,---,-,9
1012,---,2.47914,0.1409,0.0552,---,-,9
1013,---,2.68282,0.2318,0.2084,---,-,9
1014,---,2.80234,0.2231,0.0597,---,-,9
1015,---,3.20238,0.0763,0.1453,---,-,9
1016,---,2.21945,0.1387,0.0958,Flora,F,2
1017,---,2.60606,0.1077,0.1231,---,-,9
1018,---,2.53912,0.2017,0.1281,---,-,9
1020,---,2.79034,0.0771,0.0714,Liberatrix,F,3
1021,---,2.73785,0.2439,0.2688,---,-,9
1023,---,3.16772,0.0822,0.1761,---,-,9
1024,---,2.86680,0.1892,0.2605,---,-,9
1026,---,2.25439,0.1333,0.0796,Flora,F,2
1027,---,3.15908,0.1505,0.0241,Themis,F,3
1029,---,2.89032,0.0622,0.0390,Koronis,F,3
1030,---,3.12441,0.1603,0.2465,---,-,9
1032,---,3.13386,0.1510,0.1413,---,-,9
1033,---,3.00300,0.0913,0.1856,Eos,F,3
1034,---,2.29255,0.2195,0.0794,---,-,9
1037,---,2.25495,0.1520,0.1068,Flora,F,2
1039,---,2.67998,0.1031,0.0912,---,-,9
1040,---,3.11736,0.2098,0.2858,---,-,9
1041,---,3.07195,0.1295,0.2180,Asta,C,0
1043,---,3.09315,0.0300,0.1464,---,-,9
1044,---,2.57683,0.1583,0.0606,---,-,9
1045,---,2.35874,0.1621,0.0196,---,-,9
1046,---,2.98416,0.0513,0.1383,---,-,9
1047,---,2.24102,0.1539,0.0813,Amneris(flora),F,3
1048,---,2.73211,0.2178,0.2462,---,-,9
1049,---,3.09549,0.1053,0.2669,---,-,9
1050,---,2.62510,0.1485,0.2293,Eunomia,F,3
1052,---,2.23617,0.1285,0.0722,Flora,F,2
1053,---,2.61486,0.0872,0.1405,---,-,9
1054,---,2.92114,0.0991,0.1699,---,-,9
1055,---,2.19841,0.1419,0.0864,Flora,F,2
1056,---,2.23005,0.1236,0.0807,Flora,F,2
1057,---,2.89265,0.2077,0.0855,---,-,9
1058,---,2.19632,0.1241,0.0766,Augusta,F,3
1059,---,2.64280,0.1676,0.1865,---,-,9
1060,---,2.23780,0.1471,0.1165,Flora,F,1
1061,---,3.12205,0.1888,0.0223,---,-,9
1062,---,3.00672,0.0655,0.1082,---,-,9
1063,---,2.31418,0.0790,0.0930,---,-,9
1064,---,2.54546,0.1583,0.1774,---,-,9
1065,---,2.36017,0.2585,0.1438,---,-,9
1066,---,2.40267,0.1715,0.0873,---,-,9
1067,---,2.87098,0.1567,0.2047,---,-,9
1068,---,2.90841,0.1253,0.1138,---,-,9
1069,---,3.13246,0.1345,0.2178,---,-,9
1070,---,3.21767,0.0941,0.2855,Tunica,C,0
1071,---,2.80103,0.1062,0.0805,---,-,9
1072,---,3.17411,0.2176,0.1304,---,-,9
1073,---,3.17613,0.1760,0.0246,Themis,F,3
1074,---,3.15607,0.1551,0.0194,Themis,F,3
1075,---,3.01366,0.0747,0.1809,Eos,F,3
1076,---,2.47531,0.1488,0.0506,Polana(nysa),F,2
1077,---,2.39235,0.1606,0.0960,---,-,9
1078,---,2.26967,0.1911,0.1168,---,-,9
1079,---,2.87386,0.0471,0.0364,Koronis,F,3
1080,---,2.42017,0.2434,0.0865,---,-,9
1081,---,3.09163,0.1256,0.0674,---,-,9
1082,---,3.12906,0.1488,0.0243,Themis,F,3
1083,---,2.32897,0.2129,0.0746,---,-,9
1084,---,2.68876,0.1227,0.0719,---,-,9
1085,---,3.18310,0.0620,0.1014,---,-,9
1086,---,3.16589,0.0603,0.1616,Veritas,F,3
1087,---,3.01506,0.0755,0.1682,Eos,F,3
1088,---,2.20161,0.1536,0.1094,Flora,F,1
1089,---,2.21390,0.1419,0.0529,Flora,F,1
1092,---,2.90129,0.0986,0.1125,---,-,9
1094,---,2.54659,0.1553,0.2325,Eunomia,F,3
1095,---,3.02532,0.0607,0.1715,Eos,F,3
1096,---,2.60198,0.1556,0.1493,---,-,9
1097,---,2.64111,0.2722,0.0168,---,-,9
1098,---,2.68878,0.0953,0.2443,---,-,9
1099,---,3.16302,0.2681,0.1861,---,-,9
1100,---,2.89852,0.0471,0.0368,Koronis,F,3
1102,---,3.06701,0.0819,0.2848,---,-,9
1105,---,3.01234,0.0735,0.1703,Eos,F,3
1106,---,2.59761,0.1621,0.2367,Eunomia,F,3
1107,---,3.19003,0.1218,0.1006,Hygiea,F,1
1109,---,3.20864,0.1315,0.0924,Hygiea,F,3
1110,---,2.21831,0.1705,0.1187,---,-,9
1111,---,2.99395,0.0639,0.0521,---,-,9
1112,---,3.02059,0.0692,0.1760,Eos,F,3
1113,---,3.11169,0.1400,0.2418,---,-,9
1114,---,3.09245,0.0546,0.1891,---,-,9
1115,---,3.10125,0.1757,0.2528,---,-,9
1117,---,2.24782,0.1582,0.0675,Reginita(flora),F,3
1118,---,3.21058,0.0479,0.2558,---,-,9
1119,---,2.61237,0.1382,0.1232,---,-,9
1120,---,2.21627,0.1259,0.0729,Flora,F,2
1121,---,2.54674,0.1331,0.1113,---,-,9
1122,---,2.60613,0.2146,0.0637,---,-,9
1123,---,2.22513,0.1411,0.0960,Flora,F,2
1124,---,2.92704,0.0422,0.1313,---,-,9
1125,---,3.13734,0.2167,0.0303,---,-,9
1126,---,2.27208,0.1990,0.1097,---,-,9
1127,---,2.59484,0.2308,0.2519,---,-,9
1128,---,2.78760,0.0480,0.0116,Astrid,F,3
1129,---,3.02240,0.0619,0.1688,Eos,F,3
1130,---,2.22878,0.1447,0.0521,Flora,F,1
1131,---,2.22853,0.2322,0.0394,---,-,9
1132,---,2.68567,0.2568,0.1286,---,-,9
1133,---,2.18602,0.1363,0.0766,Flora,F,2
1135,---,2.66593,0.0741,0.0851,---,-,9
1136,---,2.56541,0.2166,0.1623,---,-,9
1137,---,2.42374,0.0614,0.0599,---,-,9
1138,---,3.14729,0.0443,0.2613,---,-,9
1140,---,2.77228,0.0852,0.2262,---,-,9
1141,---,2.27053,0.1338,0.0634,Flora,F,2
1142,---,3.18023,0.1107,0.0250,---,-,9
1145,---,2.42436,0.1238,0.1147,---,-,9
1147,---,2.27107,0.2108,0.0785,---,-,9
1148,---,3.01567,0.0932,0.1720,Eos,F,3
1149,---,2.89840,0.0466,0.2225,---,-,9
1150,---,2.19094,0.1430,0.0495,---,-,9
1151,---,2.40628,0.2299,0.1330,---,-,9
1152,---,2.42684,0.0759,0.0957,---,-,9
1153,---,2.19589,0.1077,0.0695,---,-,9
1155,---,2.46154,0.1916,0.1028,---,-,9
1156,---,2.23695,0.0782,0.0178,---,-,9
1157,---,3.19474,0.1296,0.1779,---,-,9
1158,---,2.56390,0.0865,0.2623,Maria,F,3
1159,---,2.37967,0.0319,0.2244,---,-,9
1160,---,2.56043,0.0825,0.2533,Maria,F,3
1161,---,3.16600,0.0716,0.1442,---,-,9
1163,---,3.21794,0.0347,0.1386,---,-,9
1165,---,3.13185,0.1826,0.2399,---,-,9
1166,---,2.53898,0.1960,0.2917,---,-,9
1168,---,2.55189,0.1650,0.2354,Eunomia,F,2
1169,---,2.31835,0.1619,0.0831,---,-,9
1171,---,3.16308,0.1846,0.0358,Themis,F,3
1174,---,3.02194,0.0849,0.1756,Eos,F,3
1175,---,3.22066,0.0359,0.2949,---,-,9
1176,---,2.69214,0.1297,0.1320,---,-,9
1178,---,2.67860,0.2302,0.1126,---,-,9
1179,---,2.61710,0.1885,0.1546,---,-,9
1181,---,2.66416,0.1688,0.1128,---,-,9
1182,---,2.25952,0.1127,0.1612,---,-,9
1183,---,2.38353,0.1567,0.0472,Polana(nysa),F,2
1184,---,2.66813,0.0528,0.1989,---,-,9
1185,---,2.23747,0.1282,0.0877,Flora,F,2
1186,---,3.02040,0.0748,0.1770,Eos,F,3
1187,---,2.64027,0.1874,0.2064,---,-,9
1188,---,2.19056,0.1399,0.0713,Flora,F,2
1189,---,2.93174,0.0719,0.1927,---,-,9
1190,---,2.43131,0.1285,0.0500,---,-,9
1193,---,2.64694,0.1551,0.2265,Eunomia,F,3
1194,---,2.91358,0.1253,0.2105,---,-,9
1195,---,2.25763,0.2043,0.1299,---,-,9
1196,---,2.65276,0.1130,0.2930,---,-,9
1197,---,2.88284,0.2496,0.2623,---,-,9
1198,---,2.25098,0.2797,0.0693,---,-,9
1199,---,3.01856,0.0648,0.1689,Eos,F,3
1200,---,3.06000,0.1315,0.0878,---,-,9
1201,---,2.69849,0.0099,0.1288,---,-,9
1203,---,2.88487,0.2211,0.1107,---,-,9
1204,---,2.26334,0.2468,0.0326,---,-,9
1205,---,2.53457,0.2263,0.1418,---,-,9
1206,---,2.86579,0.0633,0.2388,---,-,9
1207,---,3.02069,0.0736,0.1770,Eos,F,3
1209,---,3.17462,0.1323,0.0978,Hygiea,F,3
1210,---,3.01120,0.0726,0.1750,Eos,F,3
1211,---,2.92985,0.1305,0.1997,---,-,9
1213,---,3.13232,0.1022,0.2485,---,-,9
1214,---,2.71084,0.0951,0.1873,---,-,9
1215,---,2.57885,0.0957,0.2643,Maria,F,3
1216,---,2.23233,0.1629,0.1174,---,-,9
1217,---,2.35294,0.1694,0.0842,---,-,9
1218,---,2.26308,0.1534,0.0435,---,-,9
1219,---,2.21303,0.1400,0.0646,Flora,F,1
1220,---,3.00494,0.0777,0.1776,Eos,F,3
1223,---,2.86950,0.0436,0.0372,Koronis,F,3
1224,---,2.30414,0.1710,0.1500,---,-,9
1225,---,2.23328,0.1175,0.0466,Flora,F,2
1226,---,2.58301,0.1518,0.1664,---,-,9
1227,---,3.19412,0.1994,0.2919,---,-,9
1228,---,2.76906,0.0755,0.0745,Liberatrix,F,3
1229,---,3.19710,0.1694,0.0303,Themis,F,3
1230,---,2.57245,0.1528,0.1845,---,-,9
1231,---,2.66895,0.1092,0.2078,---,-,9
1232,---,3.17585,0.1659,0.1959,---,-,9
1233,---,2.55521,0.0649,0.1136,---,-,9
1234,---,3.01282,0.0587,0.1671,Eos,F,3
1236,---,2.43023,0.1905,0.2148,---,-,9
1237,---,2.61231,0.0417,0.1542,---,-,9
1238,---,2.66663,0.1691,0.2028,Adeona,F,3
1239,---,2.66213,0.2447,0.0142,---,-,9
1240,---,2.86787,0.1419,0.1855,---,-,9
1242,---,2.73585,0.1804,0.1876,---,-,9
1243,---,3.09880,0.0449,0.2456,---,-,9
1244,---,2.34330,0.1421,0.1658,---,-,9
1245,---,2.89321,0.0440,0.0420,Koronis,F,3
1246,---,2.62145,0.2351,0.2971,---,-,9
1247,---,3.13865,0.1610,0.0294,Themis,F,3
1248,---,2.72182,0.0411,0.1415,---,-,9
1249,---,2.22438,0.1301,0.0946,Flora,F,2
1251,---,2.71754,0.1173,0.0912,---,-,9
1253,---,3.16671,0.1817,0.0227,Themis,F,3
1254,---,3.13522,0.0603,0.1440,---,-,9
1255,---,3.15260,0.1354,0.1650,---,-,9
1257,---,2.48446,0.1002,0.0780,---,-,9
1258,---,3.18619,0.0198,0.1534,---,-,9
